id,quid,question,answer,answer_type,choices,answer_word,facts
1756,,if you were sitting in an upside down room with a right side up chair would you be rightside up or upside down?,C,MULTIPLE_CHOICE,"A) right side down
B) let
C) rightside up
D) sauna
E) diagonal",,
1757,,"There is a bomber plane flying through the air.  Nothing is wrong with this plane, everything works in perfection.    The bomb hatches open and the clamps that hold the bomb open to release but the bomb goes nowhere.  Why?",D,MULTIPLE_CHOICE,"A) tool
B) chironomidae
C) insects
D) plane is upside down
E) bombs",,
1758,,Who watching you but you cant see them???,A,MULTIPLE_CHOICE,"A) your motha
B) hawk
C) watch case
D) duty
E) wear",,
1759,,What would you call a top-notch detective,C,MULTIPLE_CHOICE,"A) occupation
B) out
C) super snooper
D) bowler hat
E) house dick",,
1760,,A man went on a camping trip on his horse.  He left on Sunday and came back on Sunday but he went away for 10 days.  How can this be?,C,MULTIPLE_CHOICE,"A) hooves
B) sunday school
C) his horses name was sunday
D) herd
E) pen",,
1761,,if you 1 bird per cage you have 1 bird too many.  if you put 2 birds per cage you have 1 cage too many.  how birds and cages do you have ?,B,MULTIPLE_CHOICE,"A) dendrocolaptes
B) 4 birds3 cages
C) razorbill
D) cursorius
E) toxostoma",,
1762,,"What is it that Karen had first, Mark had last, Paul never had and Lucy Locket lost when she married Peter Piper?",E,MULTIPLE_CHOICE,"A) twain
B) competency
C) pawl
D) post
E) answer is k",,
1763,,"WHAT EVERY  ONE HAS CAN GO AS FAST AS A SPEED CAR OR AS SLOW AS A TURTLE THOSE WHO USE IT BECOME RICH , FAMOUS , STREET SMART AND   LONELY THOSE WHO DONT USE IT ARE FUN , ENYOUS AND WHITIE WAT IS   IT?",C,MULTIPLE_CHOICE,"A) urban area
B) amphibian
C) human mind
D) jumping up and down
E) tires",,
1764,,"Po likes Cho,Ming likes Loe,Pimp likes. . . ",B,MULTIPLE_CHOICE,"A) make love to
B) hoe
C) salt
D) hustle
E) bedroom pet",,
1765,,"THIS GUY HAS A TICKET FOR A MOVIE.  HE GIVES THE TICKET TO HIS GIRLFRIEND, SHE RIPS IT.  WHY?",A,MULTIPLE_CHOICE,"A) she works there
B) story
C) room
D) plane
E) pick",,
1766,,"black within,  red without,  with four courners,  round about. ",A,MULTIPLE_CHOICE,"A) chiminey
B) raw
C) ball bearings
D) blackpoll
E) revolutionary",,
1767,,i have no head i hve a body what am i tell the  name,C,MULTIPLE_CHOICE,"A) beanball
B) head and shoulders
C) jasim
D) dress
E) poise",,
1768,,i am stupid what am i,A,MULTIPLE_CHOICE,"A) jasim
B) sensation
C) goon
D) jackass
E) dingbat",,
1769,,If you are in a race and you go pass the person in second place what place woudyoube in,C,MULTIPLE_CHOICE,"A) rosa parks
B) orson welles
C) 2nd place
D) modest mussorgsky
E) eddy merckx",,
1770,,a man rode his horse to a hotel and told the people working there that he would stay for 2 nights.  he got back on friday.  how is this possible?,C,MULTIPLE_CHOICE,"A) plain
B) holly
C) horses name was friday
D) gathering
E) racer",,
1771,,A guy on a horse rode in to town on friday. He  stayed three day days and left the town on friday!How is this possible?,C,MULTIPLE_CHOICE,"A) post horse
B) pack animal
C) horses name was friday
D) stepper
E) companionship",,
1772,,A man rides his sorse into town on Friday.  He spends three nights there and the goes back home on that same Friday.  How?,C,MULTIPLE_CHOICE,"A) midway
B) ranch
C) horses name was friday
D) birds
E) chess",,
1773,,"I don't understand  I'm simple and calm  I'm expected of what people think  I give you pleasure  Believe it or not, it's true  If takin proper care, I never drown  But nobody has me, what am I?",C,MULTIPLE_CHOICE,"A) use
B) verisimilitude
C) perfect
D) support
E) produce offspring",,
1774,,"Whatam I????I am small, a cute one, and a great one. what am i??",E,MULTIPLE_CHOICE,"A) staddle
B) birds
C) dot
D) mouse
E) cutesmalland great pokemon",,
1775,,i am white and grey.  i am fuzzy.  i grow on trees.  i come out in the spring.  What am I,C,MULTIPLE_CHOICE,"A) rainforest
B) spindle tree
C) pussy willow
D) worms
E) peacefulness",,
1776,,what did the traffic light say to the car?,D,MULTIPLE_CHOICE,"A) dust
B) dimmer
C) car seat
D) dont lookim changing
E) speed up",,
1777,,"A little boy and his father were at the beach one day when the little boy slipped and banged his head on the sharp rocks.  He needed surgery and the father had to go home.  But when he was about to go into theatre a doctor goes up to the boy and says:  ""I cant operate on him, he's my son. . . "" Who was the doctor?",A,MULTIPLE_CHOICE,"A) hi mother
B) son of a bitch
C) dads
D) page
E) fatherhood",,
1778,,"What has four legs, is green and fuzzy, and if it drops out of a tree, it'll kill you?",B,MULTIPLE_CHOICE,"A) piece
B) pool table
C) machine
D) chestnut
E) mint",,
1779,,the two tomatoes were on there way crossing the boarder and one of the tomatoes got sqashed by a car so what did the other tomatoe say to the one who got sqashed?,B,MULTIPLE_CHOICE,"A) place
B) come on ketchup
C) canal
D) meal
E) highway",,
1780,,famiely member's make them   other people break them,A,MULTIPLE_CHOICE,"A) promises
B) am
C) live without
D) basque
E) walloon",,
1781,,"A brunette,redhead, and a blonde are stranded in an island.  They find a lamp and rubbed it.  A geine appeared! ""I will send you back home if you say something that is true about you,if it is not true, you explode!"" said the geine. The brunnette said that she thinks she is pretty and she went home! The redhead said that she thinks her hair is pretty and she went home.  the blonde said ""i think. . . . . . . "" and BOOM,She exploded! why does this happen?",B,MULTIPLE_CHOICE,"A) chew
B) blondes dont think
C) opinion
D) tripe
E) cooties",,
1782,,this riddle is about a library has alot of books!,A,MULTIPLE_CHOICE,"A) national library
B) squash bug
C) blindness
D) scar
E) couples",,
1783,,"There is a man and a frog, the man kicks the frog into a lake.   What is the frog now that it was before it was kicked into a lake?",B,MULTIPLE_CHOICE,"A) frogs
B) moist
C) checker
D) ontario
E) wide",,
1784,,my hands are shaking his hands and my mouth is kissing his mouth and my eyes are looking into his end what is it ??,B,MULTIPLE_CHOICE,"A) cut
B) cup of water while drinking
C) or
D) chew
E) read",,
1785,,"What word has four ""O""s in it?",B,MULTIPLE_CHOICE,"A) polysemant
B) kookoo
C) connective
D) onomatopoeia
E) thesaurus",,
1786,,A boy at a store cuts the pinaple he wants to buy in half. Why did he do that?,E,MULTIPLE_CHOICE,"A) term
B) item
C) give
D) full
E) he wants it half off",,
1787,,"a detective walked up to a door.  before he went inside, he heard: ""NO BOB! DONT!"" the there was a large BANG! well, the detective ran inside the door, to find a plumber, an electrician, and a traveling salesman.  there was also a dead woman on the floor with a gun beside her.  the detective immediately arrested the traveling salesman.  how did he know it was the traveling salesman that killed the woman?",A,MULTIPLE_CHOICE,"A) plumber and electrician were girls
B) wall outlet fixture
C) dominatrix
D) servant
E) nanny",,
1788,,What do you call a cow w/nolegs?,E,MULTIPLE_CHOICE,"A) manatee
B) ws
C) eat grass
D) poll
E) freak",,
1789,,"A man goes into an elevator and presses the 5th floor, he gets off and walks up the stairs to his apartment on the 15th floor.  He does this every day.  But when he is with a neighbor, he goes to the 15th floor.  Why does he do it?",E,MULTIPLE_CHOICE,"A) lift
B) tall man
C) scholar
D) prisoner
E) man is a midget",,
1790,,How do you start an insect race?,C,MULTIPLE_CHOICE,"A) abdomen
B) won
C) one two flea go
D) cetonia
E) insectivore",,
1791,,THE RIDDLES THAT ANSWERS ARE THE WIND. . . . ARE REALLY LAME STOP ACCEPTING THEM!,C,MULTIPLE_CHOICE,"A) loading zone
B) squall
C) you suck
D) wind sock
E) breeze",,
1792,,What did the five fingers say to the face?,B,MULTIPLE_CHOICE,"A) resuscitator
B) slap
C) icosahedron
D) dignity
E) digit",,
1793,,"There was this person, who builded a baseball bench.  How many people sat on it?",E,MULTIPLE_CHOICE,"A) lucille ball
B) cynewulf
C) guardian
D) amerigo vespucci
E) 1  moyet",,
1794,,"there was a drunk man driving his car after his headlighta wer smashed having a fight outside a pub, the street lamps have been broken for weeks and wer still not replaced, suddenly a dog starting crossing the road yet the man was able to stop just in time and not hit the dog.  how ?",D,MULTIPLE_CHOICE,"A) there was no moon
B) there was a storm
C) illumination
D) it was daylight
E) field day",,
1795,,"A black dog stood in the middle of the street.  The city was painted black, the streetlights didn't work due to a power outage.  A car drove down the street with broken headlights and almost hit the dog, but missed him.  How is this possible?",B,MULTIPLE_CHOICE,"A) rover
B) it was daylight
C) workday
D) artificial light
E) second",,
1796,,a man was walking in the middle of the road and was dressesd in all black There were no streetlights and no moonlight A car with no headlights came racing towards him .  The car managed to avoid the man.  How did the driver know he was there,B,MULTIPLE_CHOICE,"A) roadkill
B) sun   
C) streets
D) form
E) crossroads",,
1797,,3 people are standing under an umbrella.  None of them get wet.  How is this possible?,C,MULTIPLE_CHOICE,"A) vegetation
B) concentration
C) not raining
D) being dry
E) squirt",,
1798,,Why are basketball players so messy?,E,MULTIPLE_CHOICE,"A) card player
B) chip shot
C) cager
D) server
E) because they dribble",,
1799,,a plane crashed on the border of the united states and mexico.  where were the survivors buried?,A,MULTIPLE_CHOICE,"A) they were survivors
B) pinnatiped
C) geometry
D) membrane
E) die in plane",,
1800,,"I made Thomas Edison's lightbulb inventions, I made Albert Einsteins atomic bomb, and made the Wright Brothers plane.  What am I?",D,MULTIPLE_CHOICE,"A) degree
B) island
C) great
D) thought
E) sound",,
1801,,A GUY RODE IN TO TOWN ON FRIDAY AND THREE DAYS LATER HE CAME BACK ON FRIDAY HOW WAS THIS POSSIBLE,B,MULTIPLE_CHOICE,"A) skateboarding
B) his horses was named friday
C) buy lottery ticket
D) ferris wheel
E) sequence",,
1802,,Make six 6's equal 1,D,MULTIPLE_CHOICE,"A) roman multiplication
B) integers
C) lines
D) 6666  661
E) symbol",,
1803,,"there was a lady she was at a store getting eggs, bacon, cheese, and milk when a man behind her says 'your single''yes i am you could tell by my items' she said 'no'he said.               how did he know?",C,MULTIPLE_CHOICE,"A) speech
B) let him know
C) he said because your ugly
D) soldier
E) you're single",,
1804,,"A wise man riding a camel came to a small town on Friday, he stayed for two days and he left on friday.    How is this possible?",D,MULTIPLE_CHOICE,"A) name of day
B) friends
C) network
D) camels name is called friday
E) sandalwood tree",,
1805,,There is one in every corner and two in every room what am i ??,C,MULTIPLE_CHOICE,"A) third base
B) stand
C) o
D) dwelling
E) sides",,
1806,,"There are three words that end in ""gry"" in the English language.  I am going to tell you the first and second words.  The first one is angry.  The second one is hungry.  Everyone knows what the third one stands for and what it means.  They use it everyday.  Now, if you listened very carefully, I already gave you the answer.  What is the third one?",E,MULTIPLE_CHOICE,"A) glad
B) be
C) persian
D) desire
E) hungry",,
1807,,"If you do this once it is good, but if you do it twice it is a bad thing?",B,MULTIPLE_CHOICE,"A) grace
B) marriage or voting
C) debt
D) make a checklist
E) do dishes",,
1808,,a plane crashes on the border of Canada and the U. S. A where doyoubury the survivors. ,D,MULTIPLE_CHOICE,"A) openside plane
B) bury corpse
C) bald eagle
D) why would you bury survivors
E) ficus",,
1809,,"yesterdqy i wasn't here , today i'm here , tomorrow i'll be absent too .  and perhaps i'll see once a week ! zho i'm i ?",E,MULTIPLE_CHOICE,"A) shade
B) whitsuntide
C) scale
D) days
E) im today ",,
1810,,Write eleven thousand eleven hundred eleven. ,D,MULTIPLE_CHOICE,"A) writ
B) kilohertz
C) writing desk
D) 12111
E) birthrate",,
1811,,"Imagine someone was driving a semi truck and  the doors woodent open,the windows turned to  rubber,and there was no possible way to escape.    The truck was going 100 MPH,and it was heading  for a cliff. What do you do?",E,MULTIPLE_CHOICE,"A) goes
B) pay attention
C) system
D) yard
E) stop imagening",,
1812,,what is hot when youu put in the refrigerator and when it comes out it is still hot?,E,MULTIPLE_CHOICE,"A) condiments
B) bowl
C) gel
D) cooler
E) hot sauce",,
1813,,what can you walk up and never reach the top?,A,MULTIPLE_CHOICE,"A) down side of an escalator
B) trace
C) steps
D) travel
E) tables",,
1814,,A doctor walked into the store and said hello son.  The boy looked at the doctor but did not say hello father.  Why is this?,D,MULTIPLE_CHOICE,"A) spouse
B) nurses
C) medication
D) doctor was boys mother
E) great grandfather",,
1815,,What type of cat lays eggs?,D,MULTIPLE_CHOICE,"A) homes
B) sphere
C) gem
D) cat fish
E) covering",,
1816,,"It runs up the hill,  And runs down the hill,  But in spite of all,  It stands still. ",B,MULTIPLE_CHOICE,"A) dash
B) errrrr i duno
C) capitol
D) caster
E) halt",,
1817,,"A man and his son was in an accident.  They were taken to separate hospitals.  The surgeon at the boy's hospital said ""I can't operate on him, he is my son. "" How can this be?",D,MULTIPLE_CHOICE,"A) ironside
B) bachelor
C) band aid
D) surgeon is boys mom
E) father is patient",,
1818,,All my life I eat but when I drink I die what am I?,C,MULTIPLE_CHOICE,"A) birthday
B) belt
C) candle that has been lit
D) napkin
E) cola",,
1819,,my mom and dads name are red and blue.  Whats Mine?,A,MULTIPLE_CHOICE,"A) purple
B) methylene blue
C) yellows
D) kerry blue terrier
E) blue law",,
1820,,Why was Karl Marx buried at Highgate Cemetery in London?,E,MULTIPLE_CHOICE,"A) nylon
B) wasn't born yet
C) arlington
D) gallery
E) because he was dead",,
1821,,"I can be man or animal,  I can be a man or a woman,  I don't have a heart so i can't be killed,  Tickle my feet i will not move,   What Am I?",A,MULTIPLE_CHOICE,"A) statue
B) merchant
C) turn into statue
D) gazelle
E) lions",,
1822,,A little girl is riding and said mommy are we going to catch up with the train the little girl's mother asked waht train the little girl laughs and says the one that just came through.  The mother then then asks the girl how does she know a train came through.  How does the little girl know this?,D,MULTIPLE_CHOICE,"A) comma
B) traveling
C) boarding pass
D) it left its tracks
E) this one didn't work",,
1823,,"My father and I were in a car accident.  My father was killed and I was sent to the hospital.  A few doctors were going to opperate on me when a doctor yelled, ""No! He's my son!"" How could the doctor say that if my father was killed?",D,MULTIPLE_CHOICE,"A) dads
B) father christmas
C) mom was nice
D) it was my mom
E) pater",,
1824,,Whats a Ghost favourite musical film?,A,MULTIPLE_CHOICE,"A) fright fever
B) minor
C) surrogates
D) canadian bacon
E) ghost dance",,
1825,,"I live beneath a star but I do not burn,  I have eleven friends which do not turn.   My enitials are P. Q. R. S.   What am I?",D,MULTIPLE_CHOICE,"A) press conference
B) character
C) residence
D) number 7 on a phone
E) curve",,
1826,,tjis is as light as a feather.  Yet nothing can hold it for to long.  what am I?,A,MULTIPLE_CHOICE,"A) im air
B) flood
C) firework
D) harpsichord
E) my bones",,
1827,,"In the dark night flies a many-hued phantom.   It soars and spreads its wings  above the gloomy human crowd.   The whole world calls to it,  the whole world implores it.   At dawn the phantom vanishes  to be reborn in every heart.   And every night it is born anew  and every day it dies!",E,MULTIPLE_CHOICE,"A) skyline
B) publication
C) belief
D) courage
E) hope or dreams",,
